date,number_of_strikes,center_point_geom
2019-12-02,5,POINT(-67.7 35)
2019-12-02,5,POINT(-74.8 31.9)
2019-12-02,5,POINT(-60.7 39.1)
2019-12-02,5,POINT(-68.3 33.1)
2019-12-02,5,POINT(-75.2 33)
2019-12-02,5,POINT(-71.6 32)
2019-12-02,5,POINT(-70.9 31.7)
2019-12-02,5,POINT(-69.9 32.2)
2019-12-02,5,POINT(-73.8 34.6)
2019-12-02,5,POINT(-75.8 32.7)
2019-12-02,5,POINT(-66.2 37)
2019-12-02,5,POINT(-73.3 33.4)
2019-12-02,5,POINT(-72 34.2)
2019-12-02,5,POINT(-69.6 38.7)
2019-12-02,5,POINT(-73.3 34.5)
2019-12-02,5,POINT(-72.1 31.8)
2019-12-02,5,POINT(-75.2 30.1)
2019-12-02,5,POINT(-77.3 31.7)
2019-12-02,5,POINT(-71.3 32.1)
2019-12-02,5,POINT(-75.7 32.7)
2019-12-02,5,POINT(-70.9 31.5)
2019-12-02,5,POINT(-70 33.4)
2019-12-02,5,POINT(-74.6 28.6)
2019-12-02,5,POINT(-75.8 28.3)
2019-12-02,5,POINT(-73.2 32.8)
2019-12-02,5,POINT(-69.4 35.7)
2019-12-02,5,POINT(-73.6 32.1)
2019-12-02,5,POINT(-74 33.9)
2019-12-02,5,POINT(-72.9 30)
2019-12-02,5,POINT(-60.4 40)
2019-12-02,5,POINT(-74.9 31.9)
2019-12-02,5,POINT(-71.5 34)
2019-12-02,5,POINT(-73.8 33.1)
2019-12-02,5,POINT(-71.9 31.1)
2019-12-02,5,POINT(-73.3 30.5)
2019-12-02,5,POINT(-68.2 37.6)
2019-12-02,5,POINT(-62.9 39)
2019-12-02,5,POINT(-71.9 32.6)
2019-12-02,5,POINT(-75.5 28.9)
2019-12-02,5,POINT(-59.3 40)
2019-12-02,5,POINT(-75.1 32.2)
2019-12-02,5,POINT(-70.2 37)
2019-12-02,5,POINT(-76 32.1)
2019-12-02,5,POINT(-74 31.5)
2019-12-02,5,POINT(-73.3 29.7)
2019-12-02,5,POINT(-73.8 32.7)
2019-12-02,5,POINT(-77.7 31.9)
2019-12-02,5,POINT(-71 31.4)
2019-12-02,5,POINT(-72.7 36.5)
2019-12-02,5,POINT(-69.8 32.9)
2019-12-02,5,POINT(-62.8 39)
2019-12-02,5,POINT(-68.9 33.4)
2019-12-02,5,POINT(-71.8 32.6)
2019-12-02,5,POINT(-72.5 32.5)
2019-12-02,5,POINT(-68.1 37.7)
2019-12-02,5,POINT(-73.7 33.2)
2019-12-02,5,POINT(-71.7 33.9)
2019-12-02,5,POINT(-73.7 33.1)
2019-12-02,5,POINT(-71.7 33.8)
2019-12-02,5,POINT(-71.8 32.3)
2019-12-02,5,POINT(-74.1 31.7)
2019-12-02,5,POINT(-61.1 39.7)
2019-12-02,5,POINT(-72.4 32.7)
2019-12-02,5,POINT(-65.5 37.9)
2019-12-02,5,POINT(-73 33.3)
2019-12-02,5,POINT(-73 31.9)
2019-12-02,5,POINT(-71.5 33.9)
2019-12-02,5,POINT(-70.2 33.8)
2019-12-02,5,POINT(-78.3 31.7)
2019-12-02,5,POINT(-74.1 29.6)
2019-12-02,5,POINT(-74 32.6)
2019-12-02,5,POINT(-67.8 37.8)
2019-12-02,5,POINT(-74.2 31.3)
2019-12-02,5,POINT(-74.1 31.3)
2019-12-02,5,POINT(-74.6 28.3)
2019-12-02,5,POINT(-72.5 31.7)
2019-12-02,5,POINT(-75.5 32.9)
2019-12-02,5,POINT(-75.1 32.8)
2019-12-02,5,POINT(-63 38)
2019-12-02,5,POINT(-74.6 29.2)
2019-12-02,5,POINT(-60.5 39.2)
2019-12-02,5,POINT(-75.7 32.5)
2019-12-02,5,POINT(-69.4 34.9)
2019-12-02,5,POINT(-73 34.9)
2019-12-02,5,POINT(-71.2 31.1)
2019-12-02,5,POINT(-74.9 32.3)
2019-12-02,5,POINT(-70.4 37.1)
2019-12-02,5,POINT(-71.8 32.7)
2019-12-02,5,POINT(-70 32.1)
2019-12-02,5,POINT(-71.6 31.3)
2019-12-02,5,POINT(-73.8 33.2)
2019-12-02,5,POINT(-74.1 33)
2019-12-02,5,POINT(-62.2 38.8)
2019-12-02,5,POINT(-73.9 32.4)
2019-12-02,5,POINT(-75.7 32.3)
2019-12-02,5,POINT(-74.6 30.7)
2019-12-02,5,POINT(-70.8 35.4)
2019-12-02,5,POINT(-71.5 34.9)
2019-12-02,5,POINT(-71.2 32.9)
2019-12-02,5,POINT(-72.3 30.8)
2019-12-02,5,POINT(-71.6 35.2)
2019-12-02,5,POINT(-71.4 33.1)
2019-12-02,5,POINT(-72.5 36.3)
2019-12-02,5,POINT(-68.3 32.9)
2019-12-02,5,POINT(-72.6 36.2)
2019-12-02,5,POINT(-75 32.2)
2019-12-02,5,POINT(-70.2 32.6)
2019-12-02,5,POINT(-73 36.4)
2019-12-02,5,POINT(-71.9 31.2)
2019-12-02,5,POINT(-74.3 31.2)
2019-12-02,5,POINT(-70 33.8)
2019-12-02,5,POINT(-77.6 31.7)
2019-12-02,5,POINT(-73.8 29.2)
2019-12-02,5,POINT(-71.9 30.5)
2019-12-02,5,POINT(-70.5 32.4)
2019-12-02,5,POINT(-73.8 31.8)
2019-12-02,5,POINT(-69.1 38.7)
2019-12-02,5,POINT(-72.1 32.8)
2019-12-02,5,POINT(-70 33.3)
2019-12-02,5,POINT(-65.7 37.8)
2019-12-02,5,POINT(-75.4 28.9)
2019-12-02,5,POINT(-74.4 30.5)
2019-12-02,5,POINT(-74.3 32.4)
2019-12-02,5,POINT(-74.2 31.2)
2019-12-02,5,POINT(-71.2 34.7)
2019-12-02,5,POINT(-74.9 32.1)
2019-12-02,5,POINT(-72.2 32.5)
2019-12-02,5,POINT(-73.7 30.5)
2019-12-02,5,POINT(-72.1 33.7)
2019-12-02,5,POINT(-73 33.7)
2019-12-02,5,POINT(-71 35.9)
2019-12-02,5,POINT(-71.2 31.5)
2019-12-02,5,POINT(-73.4 34.4)
2019-12-02,5,POINT(-72.1 35.5)
2019-12-02,5,POINT(-72.8 30.6)
2019-12-02,5,POINT(-66.9 36.7)
2019-12-02,5,POINT(-70.9 32.5)
2019-12-02,5,POINT(-68.3 33)
2019-12-02,5,POINT(-62.2 38.9)
2019-12-02,5,POINT(-74.7 31.8)
2019-12-02,6,POINT(-64 38.3)
2019-12-02,6,POINT(-72.7 31.5)
2019-12-02,6,POINT(-74.5 28.5)
2019-12-02,6,POINT(-67.1 36.3)
2019-12-02,6,POINT(-74.1 32.1)
2019-12-02,6,POINT(-71.2 37)
2019-12-02,6,POINT(-72 36.7)
2019-12-02,6,POINT(-75 30.5)
2019-12-02,6,POINT(-71.6 31)
2019-12-02,6,POINT(-70.7 31.6)
2019-12-02,6,POINT(-75 32.8)
2019-12-02,6,POINT(-75.7 32.8)
2019-12-02,6,POINT(-71.1 37.1)
2019-12-02,6,POINT(-75.5 32.7)
2019-12-02,6,POINT(-73.4 29.5)
2019-12-02,6,POINT(-71.6 31.9)
2019-12-02,6,POINT(-74.3 32)
2019-12-02,6,POINT(-72.8 31.4)
2019-12-02,6,POINT(-63.3 38.7)
2019-12-02,6,POINT(-73.8 31.7)
2019-12-02,6,POINT(-75.1 32.3)
2019-12-02,6,POINT(-76.2 29)
2019-12-02,6,POINT(-75.6 31.9)
2019-12-02,6,POINT(-67.2 36.5)
2019-12-02,6,POINT(-69.5 33)
2019-12-02,6,POINT(-74.4 32)
2019-12-02,6,POINT(-67.8 36.4)
2019-12-02,6,POINT(-70.9 32.3)
2019-12-02,6,POINT(-77.5 31.7)
2019-12-02,6,POINT(-69.8 32.2)
2019-12-02,6,POINT(-76.4 31.9)
2019-12-02,6,POINT(-74.2 32.5)
2019-12-02,6,POINT(-74.3 29.7)
2019-12-02,6,POINT(-75.8 32.8)
2019-12-02,6,POINT(-73.4 29.7)
2019-12-02,6,POINT(-74.4 30.8)
2019-12-02,6,POINT(-75.8 32.4)
2019-12-02,6,POINT(-63 38.8)
2019-12-02,6,POINT(-69.9 32.9)
2019-12-02,6,POINT(-70.7 33.4)
2019-12-02,6,POINT(-73.3 31.6)
2019-12-02,6,POINT(-71.8 32.4)
2019-12-02,6,POINT(-75.5 32)
2019-12-02,6,POINT(-70.2 32.1)
2019-12-02,6,POINT(-77 31.9)
2019-12-02,6,POINT(-73.1 31.8)
2019-12-02,6,POINT(-77.7 32)
2019-12-02,6,POINT(-72.2 32.1)
2019-12-02,6,POINT(-76.1 32.7)
2019-12-02,6,POINT(-71.5 33.2)
2019-12-02,6,POINT(-69.5 38.6)
2019-12-02,6,POINT(-61.4 39.7)
2019-12-02,6,POINT(-63.9 38.2)
2019-12-02,6,POINT(-75 30.8)
2019-12-02,6,POINT(-78.4 31.8)
2019-12-02,6,POINT(-73.7 31)
2019-12-02,6,POINT(-74.5 31.4)
2019-12-02,6,POINT(-74.9 31.3)
2019-12-02,6,POINT(-61.4 39.6)
2019-12-02,6,POINT(-71.5 32.1)
2019-12-02,6,POINT(-70.4 37)
2019-12-02,6,POINT(-70 36)
2019-12-02,6,POINT(-63.4 38.6)
2019-12-02,6,POINT(-71.7 30.8)
2019-12-02,6,POINT(-70.8 35.6)
2019-12-02,6,POINT(-73.5 32.5)
2019-12-02,6,POINT(-72.1 35.1)
2019-12-02,6,POINT(-73.4 32.4)
2019-12-02,6,POINT(-70.4 31.7)
2019-12-02,6,POINT(-73 32)
2019-12-02,6,POINT(-73.4 31.5)
2019-12-02,6,POINT(-71.3 36.7)
2019-12-02,6,POINT(-69.5 37.3)
2019-12-02,6,POINT(-71.9 30.7)
2019-12-02,6,POINT(-70.6 33.4)
2019-12-02,6,POINT(-75.3 32.6)
2019-12-02,6,POINT(-70.6 31.9)
2019-12-02,6,POINT(-71.3 35.6)
2019-12-02,6,POINT(-72.9 31.9)
2019-12-02,6,POINT(-70.9 34.9)
2019-12-02,6,POINT(-69 38.8)
2019-12-02,6,POINT(-75.6 32)
2019-12-02,6,POINT(-71.7 34.6)
2019-12-02,6,POINT(-69.2 35.7)
2019-12-02,6,POINT(-68.6 32.4)
2019-12-02,6,POINT(-76 32.5)
2019-12-02,6,POINT(-78.2 32)
2019-12-02,6,POINT(-73.7 33.6)
2019-12-02,6,POINT(-74.1 34.4)
2019-12-02,6,POINT(-70.2 31.9)
2019-12-02,6,POINT(-72.8 36.5)
2019-12-02,6,POINT(-69.6 33.1)
2019-12-02,6,POINT(-71.5 30.9)
2019-12-02,6,POINT(-73.5 33.6)
2019-12-02,6,POINT(-76.9 30.8)
2019-12-02,6,POINT(-74 32.1)
2019-12-02,6,POINT(-73.1 31.3)
2019-12-02,6,POINT(-64.6 37.6)
2019-12-02,6,POINT(-71.3 36.8)
2019-12-02,6,POINT(-73 32.6)
2019-12-02,6,POINT(-69.5 31.9)
2019-12-02,6,POINT(-74.4 31.2)
2019-12-02,6,POINT(-74.5 31.1)
2019-12-02,6,POINT(-71.6 30.9)
2019-12-02,6,POINT(-73.1 31.4)
2019-12-02,6,POINT(-73.9 32.6)
2019-12-02,6,POINT(-60.7 39.2)
2019-12-02,6,POINT(-74.5 32.2)
2019-12-02,6,POINT(-68.8 34.4)
2019-12-02,6,POINT(-71.6 37)
2019-12-02,6,POINT(-69.3 31.9)
2019-12-02,6,POINT(-72.8 34.8)
2019-12-02,6,POINT(-71.5 32.5)
2019-12-02,6,POINT(-74.1 30.5)
2019-12-02,6,POINT(-71.8 31.2)
2019-12-02,6,POINT(-75.6 28.3)
2019-12-02,6,POINT(-73.4 32.5)
2019-12-02,6,POINT(-74.6 30.4)
2019-12-02,6,POINT(-74.6 31.7)
2019-12-02,6,POINT(-72 35.3)
2019-12-02,6,POINT(-72.4 36.4)
2019-12-02,6,POINT(-76.4 28.6)
2019-12-02,6,POINT(-71.8 33.8)
2019-12-02,6,POINT(-75.5 31.7)
2019-12-02,6,POINT(-71.9 31.6)
2019-12-02,6,POINT(-75.3 32.8)
2019-12-02,6,POINT(-74.3 32.5)
2019-12-02,6,POINT(-72.7 32.4)
2019-12-02,6,POINT(-71.6 33.9)
2019-12-02,6,POINT(-73.4 36.2)
2019-12-02,6,POINT(-74.7 32.3)
2019-12-02,6,POINT(-72.7 36.4)
2019-12-02,6,POINT(-72 31.1)
2019-12-02,6,POINT(-72.6 39.5)
2019-12-02,6,POINT(-74.2 33.9)
2019-12-02,6,POINT(-70.2 33.7)
2019-12-02,6,POINT(-61.1 39.6)
2019-12-02,6,POINT(-73.5 30.2)
2019-12-02,6,POINT(-77.6 31.6)
2019-12-02,6,POINT(-74.5 30.7)
2019-12-02,6,POINT(-72.8 30.5)
2019-12-02,6,POINT(-71.8 30.2)
2019-12-02,6,POINT(-72.3 34.4)
2019-12-02,6,POINT(-72.3 36.6)
2019-12-02,6,POINT(-72.7 34.2)
2019-12-02,6,POINT(-75.3 30.5)
2019-12-02,6,POINT(-68.9 34.3)
2019-12-02,6,POINT(-74.9 33.3)
2019-12-02,6,POINT(-72.8 36.3)
2019-12-02,6,POINT(-75.4 31.2)
2019-12-02,6,POINT(-70.8 33.4)
2019-12-02,6,POINT(-70.5 33.4)
2019-12-02,6,POINT(-69.8 36.5)
2019-12-02,6,POINT(-72.4 31.8)
2019-12-02,6,POINT(-73.3 31.5)
2019-12-02,6,POINT(-71.3 33.3)
2019-12-02,6,POINT(-74.4 33.2)
2019-12-02,6,POINT(-74.3 33)
2019-12-02,6,POINT(-73.3 30.6)
2019-12-02,6,POINT(-73.8 32.5)
2019-12-02,6,POINT(-73.6 31.7)
2019-12-02,6,POINT(-70.6 31.6)
2019-12-02,6,POINT(-70.6 35.7)
2019-12-02,6,POINT(-69.3 32)
2019-12-02,6,POINT(-72.2 35.1)
2019-12-02,6,POINT(-74.3 32.2)
2019-12-02,6,POINT(-71.9 32.8)
2019-12-02,6,POINT(-74.3 30.9)
2019-12-02,6,POINT(-71.9 36.7)
2019-12-02,6,POINT(-71.1 33.2)
2019-12-02,6,POINT(-71.9 33.1)
2019-12-02,6,POINT(-76.1 31.7)
2019-12-02,6,POINT(-74.7 33)
2019-12-02,6,POINT(-72.7 32.8)
2019-12-02,7,POINT(-75.4 32.1)
2019-12-02,7,POINT(-75.9 32.5)
2019-12-02,7,POINT(-71.9 33)
2019-12-02,7,POINT(-73.2 32.6)
2019-12-02,7,POINT(-75.5 32.6)
2019-12-02,7,POINT(-74.9 30.3)
2019-12-02,7,POINT(-71.8 30.7)
2019-12-02,7,POINT(-73.2 33.4)
2019-12-02,7,POINT(-71.3 33.2)
2019-12-02,7,POINT(-75.7 32.4)
2019-12-02,7,POINT(-70.5 35.5)
2019-12-02,7,POINT(-73.3 33.2)
2019-12-02,7,POINT(-74.1 31.2)
2019-12-02,7,POINT(-75.3 32.7)
2019-12-02,7,POINT(-70.4 32.6)
2019-12-02,7,POINT(-69.9 32.8)
2019-12-02,7,POINT(-70.8 31.6)
2019-12-02,7,POINT(-74.6 32.2)
2019-12-02,7,POINT(-72.3 30.7)
2019-12-02,7,POINT(-72.9 29.9)
2019-12-02,7,POINT(-73.3 34.6)
2019-12-02,7,POINT(-72.6 30.8)
2019-12-02,7,POINT(-72.2 36.7)
2019-12-02,7,POINT(-71 35.4)
2019-12-02,7,POINT(-75.2 30.2)
2019-12-02,7,POINT(-70.8 35.8)
2019-12-02,7,POINT(-74.9 29.3)
2019-12-02,7,POINT(-77.2 31.7)
2019-12-02,7,POINT(-73.3 33.6)
2019-12-02,7,POINT(-72.8 32.6)
2019-12-02,7,POINT(-73.3 32.5)
2019-12-02,7,POINT(-73.1 30.4)
2019-12-02,7,POINT(-72.9 32.4)
2019-12-02,7,POINT(-70.4 31.8)
2019-12-02,7,POINT(-69.4 32.4)
2019-12-02,7,POINT(-70.7 32.4)
2019-12-02,7,POINT(-71.7 32.4)
2019-12-02,7,POINT(-63.2 38.8)
2019-12-02,7,POINT(-75.5 32.3)
2019-12-02,7,POINT(-71.2 31.8)
2019-12-02,7,POINT(-72.6 31.5)
2019-12-02,7,POINT(-64.2 37.7)
2019-12-02,7,POINT(-74.3 33.5)
2019-12-02,7,POINT(-70.3 31.9)
2019-12-02,7,POINT(-72.1 32.3)
2019-12-02,7,POINT(-75.9 30.1)
2019-12-02,7,POINT(-75.4 32.7)
2019-12-02,7,POINT(-72.1 31.1)
2019-12-02,7,POINT(-74.1 33.4)
2019-12-02,7,POINT(-76.3 31.9)
2019-12-02,7,POINT(-74.1 33.9)
2019-12-02,7,POINT(-73.8 31.2)
2019-12-02,7,POINT(-72.8 32)
2019-12-02,7,POINT(-72.3 32.8)
2019-12-02,7,POINT(-69.6 33)
2019-12-02,7,POINT(-67.5 36.6)
2019-12-02,7,POINT(-63.2 38.6)
2019-12-02,7,POINT(-73.6 29.3)
2019-12-02,7,POINT(-71.8 33.2)
2019-12-02,7,POINT(-72.2 32.8)
2019-12-02,7,POINT(-73.1 32.1)
2019-12-02,7,POINT(-74.6 32.1)
2019-12-02,7,POINT(-72.3 36.5)
2019-12-02,7,POINT(-74.6 33)
2019-12-02,7,POINT(-75.5 31.2)
2019-12-02,7,POINT(-72.1 31.7)
2019-12-02,7,POINT(-77.4 32)
2019-12-02,7,POINT(-75.6 32.6)
2019-12-02,7,POINT(-73.8 31.4)
2019-12-02,7,POINT(-71.5 32)
2019-12-02,7,POINT(-74.8 32)
2019-12-02,7,POINT(-75.6 32.1)
2019-12-02,7,POINT(-73.3 34.3)
2019-12-02,7,POINT(-70.9 35.4)
2019-12-02,7,POINT(-73.3 33.3)
2019-12-02,7,POINT(-73.9 30.9)
2019-12-02,7,POINT(-76.6 32.4)
2019-12-02,7,POINT(-73.5 31.6)
2019-12-02,7,POINT(-72.3 36.7)
2019-12-02,7,POINT(-72.8 31.6)
2019-12-02,7,POINT(-73.6 34.5)
2019-12-02,7,POINT(-72.9 30.7)
2019-12-02,7,POINT(-75.3 30.7)
2019-12-02,7,POINT(-73.2 32.5)
2019-12-02,7,POINT(-74.5 33)
2019-12-02,7,POINT(-71.9 32.9)
2019-12-02,7,POINT(-77.4 31.7)
2019-12-02,7,POINT(-71.3 31.5)
2019-12-02,7,POINT(-67.8 36.3)
2019-12-02,7,POINT(-73.1 29.9)
2019-12-02,7,POINT(-62.7 38.2)
2019-12-02,7,POINT(-60.2 39.4)
2019-12-02,7,POINT(-69.3 33.1)
2019-12-02,7,POINT(-75.5 32.4)
2019-12-02,7,POINT(-75.1 30.9)
2019-12-02,7,POINT(-71.8 31.9)
2019-12-02,7,POINT(-75.1 31.9)
2019-12-02,7,POINT(-73 36.3)
2019-12-02,7,POINT(-73.2 36.3)
2019-12-02,7,POINT(-77.5 31.6)
2019-12-02,7,POINT(-74.1 31.5)
2019-12-02,7,POINT(-71.9 30.6)
2019-12-02,7,POINT(-73.3 32.2)
2019-12-02,7,POINT(-70.6 36.9)
2019-12-02,7,POINT(-69.2 34.1)
2019-12-02,7,POINT(-74.5 30.4)
2019-12-02,7,POINT(-62.9 38.8)
2019-12-02,7,POINT(-73.5 30.7)
2019-12-02,7,POINT(-76.1 32.5)
2019-12-02,7,POINT(-74 33)
2019-12-02,7,POINT(-72.9 34.9)
2019-12-02,7,POINT(-73.4 33.7)
2019-12-02,7,POINT(-75.2 29.9)
2019-12-02,7,POINT(-71.4 34)
2019-12-02,7,POINT(-71.8 30.9)
2019-12-02,7,POINT(-70.2 32.7)
2019-12-02,7,POINT(-73.7 30.7)
2019-12-02,7,POINT(-72.9 32.6)
2019-12-02,7,POINT(-73.8 30.5)
2019-12-02,7,POINT(-75.3 32)
2019-12-02,7,POINT(-74.1 33.5)
2019-12-02,7,POINT(-73 30.7)
2019-12-02,7,POINT(-73.9 34.1)
2019-12-02,7,POINT(-71.1 35.5)
2019-12-02,7,POINT(-73 31.3)
2019-12-02,7,POINT(-75.6 31.7)
2019-12-02,7,POINT(-73.1 32.3)
2019-12-02,7,POINT(-75.2 32.3)
2019-12-02,7,POINT(-60.8 39.8)
2019-12-02,7,POINT(-61.8 39.6)
2019-12-02,7,POINT(-73 29.5)
2019-12-02,7,POINT(-75.8 28.2)
2019-12-02,7,POINT(-70.4 31.6)
2019-12-02,7,POINT(-74.7 32.1)
2019-12-02,7,POINT(-72.1 36.6)
2019-12-02,8,POINT(-71.9 30.9)
2019-12-02,8,POINT(-76 32.8)
2019-12-02,8,POINT(-73.3 32.7)
2019-12-02,8,POINT(-74.5 33.4)
2019-12-02,8,POINT(-72.4 30.9)
2019-12-02,8,POINT(-72.6 34.9)
2019-12-02,8,POINT(-76.9 31.6)
2019-12-02,8,POINT(-69.9 35.5)
2019-12-02,8,POINT(-69.7 34.8)
2019-12-02,8,POINT(-70.8 33.3)
2019-12-02,8,POINT(-73.5 31.4)
2019-12-02,8,POINT(-76.4 32.4)
2019-12-02,8,POINT(-71.5 31)
2019-12-02,8,POINT(-70.4 33.6)
2019-12-02,8,POINT(-72.9 36.4)
2019-12-02,8,POINT(-73.1 32.7)
2019-12-02,8,POINT(-73.2 34.5)
2019-12-02,8,POINT(-60.5 39.3)
2019-12-02,8,POINT(-69.4 38.7)
2019-12-02,8,POINT(-76.7 31.7)
2019-12-02,8,POINT(-70.1 32.1)
2019-12-02,8,POINT(-71.5 32.9)
2019-12-02,8,POINT(-70.5 31.7)
2019-12-02,8,POINT(-72.7 36.2)
2019-12-02,8,POINT(-76.8 32.3)
2019-12-02,8,POINT(-72.8 32.4)
2019-12-02,8,POINT(-71.7 32.8)
2019-12-02,8,POINT(-75.5 31.9)
2019-12-02,8,POINT(-70.5 33.5)
2019-12-02,8,POINT(-73.5 39.5)
2019-12-02,8,POINT(-74.1 34)
2019-12-02,8,POINT(-71.4 30.9)
2019-12-02,8,POINT(-73.2 35.4)
2019-12-02,8,POINT(-71.1 35.3)
2019-12-02,8,POINT(-74.5 33.2)
2019-12-02,8,POINT(-72.9 32.7)
2019-12-02,8,POINT(-69.7 33)
2019-12-02,8,POINT(-71.7 30.3)
2019-12-02,8,POINT(-73.7 32.4)
2019-12-02,8,POINT(-74.4 30.3)
2019-12-02,8,POINT(-71.1 33.1)
2019-12-02,8,POINT(-75.2 32.7)
2019-12-02,8,POINT(-70.3 33.7)
2019-12-02,8,POINT(-72.5 31.6)
2019-12-02,8,POINT(-73.4 31.8)
2019-12-02,8,POINT(-70.3 35.9)
2019-12-02,8,POINT(-72.5 32.1)
2019-12-02,8,POINT(-73.6 33.6)
2019-12-02,8,POINT(-73.9 31.6)
2019-12-02,8,POINT(-74.7 33.1)
2019-12-02,8,POINT(-76 31.7)
2019-12-02,8,POINT(-64.2 37.8)
2019-12-02,8,POINT(-74.3 33.2)
2019-12-02,8,POINT(-76 31.9)
2019-12-02,8,POINT(-70.1 33.7)
2019-12-02,8,POINT(-74.2 32.1)
2019-12-02,8,POINT(-72.6 36.5)
2019-12-02,8,POINT(-75.6 32.8)
2019-12-02,8,POINT(-62 39.5)
2019-12-02,8,POINT(-72.6 31.9)
2019-12-02,8,POINT(-75.4 31.9)
2019-12-02,8,POINT(-72.4 32)
2019-12-02,8,POINT(-71.4 31.1)
2019-12-02,8,POINT(-71.2 31.4)
2019-12-02,8,POINT(-72.1 36.5)
2019-12-02,8,POINT(-72.1 36.8)
2019-12-02,8,POINT(-76.3 31.8)
2019-12-02,8,POINT(-75.3 31.8)
2019-12-02,8,POINT(-72.2 36.6)
2019-12-02,8,POINT(-73.1 29.1)
2019-12-02,8,POINT(-75.5 30.1)
2019-12-02,8,POINT(-71.8 35.6)
2019-12-02,8,POINT(-74.7 31.6)
2019-12-02,8,POINT(-72.9 34.7)
2019-12-02,8,POINT(-74.5 32)
2019-12-02,8,POINT(-75.6 32.4)
2019-12-02,8,POINT(-72.1 35.2)
2019-12-02,8,POINT(-73.1 36.3)
2019-12-02,8,POINT(-74.1 34.5)
2019-12-02,8,POINT(-71 32.1)
2019-12-02,8,POINT(-75.7 31.9)
2019-12-02,8,POINT(-74.1 32.3)
2019-12-02,8,POINT(-68.7 33.5)
2019-12-02,8,POINT(-75.9 31.9)
2019-12-02,8,POINT(-71.7 33)
2019-12-02,8,POINT(-71.4 31.4)
2019-12-02,8,POINT(-76.2 31.9)
2019-12-02,8,POINT(-71.4 31.8)
2019-12-02,8,POINT(-74.6 32.9)
2019-12-02,8,POINT(-71.5 37.1)
2019-12-02,8,POINT(-72.7 30.5)
2019-12-02,8,POINT(-70.7 35.7)
2019-12-02,8,POINT(-72.7 31.7)
2019-12-02,8,POINT(-75.6 32.2)
2019-12-02,9,POINT(-72 32.2)
2019-12-02,9,POINT(-67.5 36.5)
2019-12-02,9,POINT(-73.2 31.9)
2019-12-02,9,POINT(-73.4 31.7)
2019-12-02,9,POINT(-73.3 33.7)
2019-12-02,9,POINT(-74.7 32.8)
2019-12-02,9,POINT(-71.3 35.5)
2019-12-02,9,POINT(-71.9 36.8)
2019-12-02,9,POINT(-70.7 31.9)
2019-12-02,9,POINT(-72.6 31.7)
2019-12-02,9,POINT(-71.4 31)
2019-12-02,9,POINT(-75.6 28.5)
2019-12-02,9,POINT(-74.3 32.1)
2019-12-02,9,POINT(-74.7 32)
2019-12-02,9,POINT(-70 32.8)
2019-12-02,9,POINT(-70.8 31.5)
2019-12-02,9,POINT(-75.8 32.6)
2019-12-02,9,POINT(-73.3 31.4)
2019-12-02,9,POINT(-69.4 33.1)
2019-12-02,9,POINT(-76.3 31.7)
2019-12-02,9,POINT(-73.1 30.6)
2019-12-02,9,POINT(-74.4 32.9)
2019-12-02,9,POINT(-71.7 36.9)
2019-12-02,9,POINT(-72.7 30.8)
2019-12-02,9,POINT(-75 31.9)
2019-12-02,9,POINT(-74.9 32.8)
2019-12-02,9,POINT(-71.2 33)
2019-12-02,9,POINT(-70.6 33.5)
2019-12-02,9,POINT(-70.1 32)
2019-12-02,9,POINT(-73.5 31.2)
2019-12-02,9,POINT(-74 31)
2019-12-02,9,POINT(-74 32.2)
2019-12-02,9,POINT(-71 33.2)
2019-12-02,9,POINT(-73.7 31.2)
2019-12-02,9,POINT(-73.1 34.7)
2019-12-02,9,POINT(-74 32.3)
2019-12-02,9,POINT(-70.6 35.8)
2019-12-02,9,POINT(-71.7 31)
2019-12-02,9,POINT(-73.4 34.5)
2019-12-02,9,POINT(-72 36.8)
2019-12-02,9,POINT(-73.5 34.4)
2019-12-02,9,POINT(-72.5 34.9)
2019-12-02,9,POINT(-72.2 31.7)
2019-12-02,9,POINT(-71.4 36.7)
2019-12-02,9,POINT(-73.8 30.6)
2019-12-02,9,POINT(-73.4 31.3)
2019-12-02,9,POINT(-69.5 36.1)
2019-12-02,9,POINT(-73.2 34.8)
2019-12-02,9,POINT(-72.5 32.8)
2019-12-02,9,POINT(-72.1 30.8)
2019-12-02,9,POINT(-75.8 31.8)
2019-12-02,9,POINT(-72.1 32.7)
2019-12-02,9,POINT(-70.7 35.8)
2019-12-02,9,POINT(-70.3 37)
2019-12-02,9,POINT(-71.5 35.4)
2019-12-02,9,POINT(-73.6 31.2)
2019-12-02,9,POINT(-74.4 32.1)
2019-12-02,9,POINT(-73.5 34.5)
2019-12-02,9,POINT(-69 33.4)
2019-12-02,9,POINT(-71.7 36.6)
2019-12-02,9,POINT(-71.4 35.5)
2019-12-02,9,POINT(-71 33.3)
2019-12-02,9,POINT(-70.1 32.8)
2019-12-02,9,POINT(-69.3 35.7)
2019-12-02,9,POINT(-73.8 34.5)
2019-12-02,9,POINT(-74.4 33)
2019-12-02,9,POINT(-73.1 34.8)
2019-12-02,9,POINT(-73.3 34.7)
2019-12-02,9,POINT(-72.4 31.4)
2019-12-02,9,POINT(-72.1 32.9)
2019-12-02,9,POINT(-76.6 31.7)
2019-12-02,9,POINT(-72.7 32.6)
2019-12-02,9,POINT(-69.5 32.4)
2019-12-02,9,POINT(-74.5 29.4)
